PID,AGE,GENDER,ZIP CODE,COUNTY,PROGRAM START DATE,POSITION,JOB START DATE,JOB TERMINATION DATE,WAGE,HOURS PER WEEK,EDUCATION,Quarter and Year
PID16786,53,male,10456,Bronx,2015/3/30,Security,2015/7/24,,14,40,HS Graduate,Q3-2015
PID01364,34,female,10035,New York,2011/1/10,Security,2011/5/5,,9,40,HS Graduate,Q2-2011
PID00816,37,female,10455,Bronx,2012/6/15,Security,2012/10/8,2012/10/8,10,30,Some College,Q4-2012
PID06872,22,female,11206,Brooklyn,2013/12/30,Security,2014/4/24,2014/5/1,9,35,HS Graduate,Q2-2014
PID07444,24,female,11224,Brooklyn,2015/5/4,Security,2015/8/27,2015/10/5,9.6,30,HS Graduate,Q3-2015
PID07585,40,male,11224,Brooklyn,2013/1/19,Security,2013/5/14,2013/8/13,8,35,HS Graduate,Q2-2013
PID07600,24,male,11224,Brooklyn,2013/10/28,Security,2014/2/20,2014/4/14,8.5,30,HS Graduate,Q1-2014
PID08024,29,male,11237,Brooklyn,2013/1/8,Security,2013/5/3,2013/12/27,8,32,HS Graduate,Q2-2013
PID12573,28,male,11224,Brooklyn,2014/12/24,Security,2015/4/18,2015/5/15,8.75,30,HS Graduate,Q2-2015
PID16764,24,female,11207,Brooklyn,2015/1/20,Security,2015/5/15,,10,20,HS Graduate,Q2-2015
PID07338,32,female,11226,Brooklyn,2014/11/8,Security,2015/3/2,,10,30,HS Graduate,Q1-2015
PID00877,30,male,11220,Brooklyn,2012/11/2,Security,2013/2/24,,9.5,28,HS Graduate,Q1-2013
PID02971,40,male,11412,Saint Albans,2014/9/30,Security,2015/1/22,2015/6/1,9.5,30,HS Graduate,Q1-2015
PID09231,29,female,11412,Saint Albans,2012/12/18,Security,2013/4/11,,8.25,30,HS Graduate,Q2-2013
PID06558,47,female,11691,Far Rockaway,2014/5/6,Security,2014/8/28,,8,25,HS Graduate,Q3-2014
PID01420,23,male,11419,South Richmond Hill,2015/2/16,Security,2015/6/10,,11,25,College,Q2-2015
PID07319,34,female,11201,Brooklyn,2015/3/9,Security,2015/7/1,,9.6,30,HS Graduate,Q3-2015
PID07299,39,female,10467,Bronx,2015/4/4,Security,2015/7/27,,9.6,30,HS Graduate,Q3-2015
PID07273,42,male,10039,New York,2015/6/9,Security,2015/10/1,,9.6,30,HS Graduate,Q4-2015
PID01252,55,male,11217,Brooklyn,2014/8/1,Security,2014/11/22,,12,35,HS Graduate,Q4-2014
PID00812,44,female,11236,Brooklyn,2013/6/16,Security,2013/10/7,2013/12/9,10,30,Some College,Q4-2013
PID09491,30,male,11433,Jamaica,2012/10/16,Security,2013/2/6,,9.5,40,HS Graduate,Q1-2013
PID06317,22,male,11205,Brooklyn,2014/11/21,Security,2015/3/14,,9,20,HS Graduate,Q1-2015
PID17084,58,male,10458,Bronx,2011/3/15,Security,2011/7/6,2011/12/1,10,40,HS Graduate,Q3-2011
PID10140,23,male,11416,Ozone Park,2014/2/9,Security,2014/6/1,2014/6/10,9,25,HS Graduate,Q2-2014
PID06874,22,female,11205,Brooklyn,2013/4/25,Security,2013/8/15,2013/9/26,7.75,40,HS Graduate,Q3-2013
PID01653,29,male,11225,Brooklyn,2013/10/7,Security,2014/1/27,,12,40,HS Graduate,Q1-2014
PID08679,33,male,11218,Brooklyn,2011/2/3,Security,2011/5/26,2011/6/29,8.5,30,HS Graduate,Q2-2011
PID08666,46,female,10455,Bronx,2015/5/28,Security,2015/9/17,,12,40,HS Graduate,Q3-2015
PID12217,25,male,11207,Brooklyn,2013/8/20,Security,2013/12/9,,7.4,25,HS Graduate,Q4-2013
PID10125,33,male,11212,Brooklyn,2014/1/10,Security,2014/5/1,,8.5,25,HS Graduate,Q2-2014
PID09229,34,male,11206,Brooklyn,2013/8/6,Security,2013/11/25,2013/12/1,9.5,30,HS Graduate,Q4-2013
PID16684,39,male,11231,Brooklyn,2015/4/20,Security,2015/8/9,2015/8/9,9,20,HS Graduate,Q3-2015
PID01652,53,male,11101,Long Island City,2014/8/30,Security,2014/12/18,2015/2/3,8.25,40,HS Graduate,Q4-2014
PID06568,53,male,11224,Brooklyn,2012/11/26,Security,2013/3/16,,7.25,40,HS Graduate,Q1-2013
PID12566,32,male,11225,Brooklyn,2013/4/23,Security,2013/8/11,,7.5,30,HS Graduate,Q3-2013
PID06586,24,female,11207,Brooklyn,2014/6/29,Security,2014/10/17,2014/12/2,8,20,HS Graduate,Q4-2014
PID09058,25,male,11692,Arverne,2014/1/3,Security,2014/4/23,,10,30,HS Graduate,Q2-2014
PID07994,34,male,11432,Jamaica,2014/2/28,Security,2014/6/18,,8,25,HS Graduate,Q2-2014
PID17868,58,male,11207,Brooklyn,2015/3/18,Security,2015/7/6,,14,30,HS Graduate,Q3-2015
PID07593,26,male,11207,Brooklyn,2013/7/8,Security,2013/10/25,2013/10/31,9,20,HS Graduate,Q4-2013
PID07294,40,male,11368,Corona,2014/1/6,Security,2014/4/25,,13.1,40,HS Graduate,Q2-2014
PID09048,56,male,11203,Brooklyn,2012/12/16,Security,2013/4/4,2013/6/24,10,30,HS Graduate,Q2-2013
PID01403,26,female,10458,Bronx,2015/2/2,Security,2015/5/22,,17,40,HS Graduate,Q2-2015
PID07352,31,male,11207,Brooklyn,2015/5/24,Security,2015/9/10,,9.6,30,HS Graduate,Q3-2015
PID09224,43,male,11226,Brooklyn,2011/7/23,Security,2011/11/8,,9,30,HS Graduate,Q4-2011
PID04604,32,male,11692,Arverne,2011/9/5,Security,2011/12/22,,10,30,Some College,Q4-2011
PID01298,62,male,11214,Brooklyn,2012/8/11,Security,2012/11/27,,9,35,HS Graduate,Q4-2012
PID07584,43,male,11203,Brooklyn,2013/11/12,Security,2014/2/28,,8.5,30,HS Graduate,Q1-2014
PID08013,31,male,10457,Bronx,2011/8/2,Security,2011/11/18,2012/5/4,7.25,20,HS Graduate,Q4-2011
PID09223,47,male,11236,Brooklyn,2012/10/23,Security,2013/2/8,2013/5/18,9,35,HS Graduate,Q1-2013
PID19079,28,male,11207,Brooklyn,2014/5/19,Security,2014/9/4,,9,30,HS Graduate,Q3-2014
PID13267,50,male,11221,Brooklyn,2014/6/20,Security,2014/10/6,,12.5,40,HS Graduate,Q4-2014
PID00798,31,female,11208,Brooklyn,2013/5/4,Security,2013/8/19,2014/12/6,15,35,College,Q3-2013
PID00815,38,female,11216,Brooklyn,2013/10/19,Security,2014/2/3,2014/2/28,10,30,Some College,Q1-2014
PID10152,50,male,11416,Ozone Park,2013/9/30,Security,2014/1/15,2014/2/3,8,25,HS Graduate,Q1-2014
PID16672,28,female,11208,Brooklyn,2014/4/26,Security,2014/8/11,,10,30,HS Graduate,Q3-2014
PID05681,35,female,11233,Brooklyn,2014/6/21,Security,2014/10/6,,8,25,HS Graduate,Q4-2014
PID07314,35,male,11208,Brooklyn,2015/3/28,Security,2015/7/13,,9.6,30,HS Graduate,Q3-2015
PID09521,21,male,11411,Cambria Heights,2015/6/3,Security,2015/9/18,,9,20,HS Graduate,Q3-2015
PID01289,25,female,10471,Bronx,2015/4/16,Security,2015/7/31,2015/8/21,20.82,30,College,Q3-2015
PID10519,56,female,11210,Brooklyn,2013/2/17,Security,2013/6/3,2013/6/4,9,20,HS Graduate,Q2-2013
PID07432,25,male,11206,Brooklyn,2014/7/8,Security,2014/10/22,,9.6,25,HS Graduate,Q4-2014
PID12558,50,male,11229,Brooklyn,2014/12/31,Security,2015/4/16,,8.75,35,HS Graduate,Q2-2015
PID16668,38,male,11692,Arverne,2012/5/6,Security,2012/8/20,2013/2/1,12,30,HS Graduate,Q3-2012
PID01278,32,male,10705,Yonkers,2015/4/27,Security,2015/8/11,,9,30,HS Graduate,Q3-2015
PID19111,21,female,10459,Bronx,2013/11/21,Security,2014/3/7,2014/5/20,8.25,35,HS Graduate,Q1-2014
PID17085,49,male,10453,Bronx,2011/3/24,Security,2011/7/7,,11,30,HS Graduate,Q3-2011
PID04603,46,male,11692,Arverne,2013/6/6,Security,2013/9/19,,10,30,HS Graduate,Q3-2013
PID01295,28,female,11413,Springfield Gardens,2013/8/16,Security,2013/11/29,,12.25,40,HS Graduate,Q4-2013
PID06866,36,male,11233,Brooklyn,2013/3/20,Security,2013/7/3,2013/7/3,9,40,HS Graduate,Q3-2013
PID07423,26,female,11206,Brooklyn,2014/11/17,Security,2015/3/2,2015/3/6,10,25,HS Graduate,Q1-2015
PID10132,28,female,11208,Brooklyn,2014/2/17,Security,2014/6/2,,8.75,28,HS Graduate,Q2-2014
PID16408,34,male,11213,Brooklyn,2014/3/31,Security,2014/7/14,,8.75,30,HS Graduate,Q3-2014
PID19083,26,male,11213,Brooklyn,2014/8/16,Security,2014/11/29,,9,32,HS Graduate,Q4-2014
PID12575,28,female,10468,Bronx,2015/3/30,Security,2015/7/13,,8.75,25,HS Graduate,Q3-2015
PID09953,26,male,11367,Flushing,2015/6/1,Security,2015/9/14,,8.75,25,HS Graduate,Q3-2015
PID01285,27,female,11205,Brooklyn,2013/8/3,Security,2013/11/15,2014/1/27,10,36,Some College,Q4-2013
PID01331,45,male,11434,Jamaica,2014/4/2,Security,2014/7/15,2014/8/29,9.5,40,HS Graduate,Q3-2014
PID01375,34,male,11221,Brooklyn,2014/2/28,Security,2014/6/12,2014/10/9,15.45,35,HS Graduate,Q2-2014
PID07973,44,male,11212,Brooklyn,2013/5/14,Security,2013/8/26,,8,30,HS Graduate,Q3-2013
PID08036,27,male,11203,Brooklyn,2013/6/8,Security,2013/9/20,2013/12/16,8,30,HS Graduate,Q3-2013
PID01348,38,female,11101,Long Island City,2014/6/28,Security,2014/10/10,,17.8,25,HS Graduate,Q4-2014
PID10096,51,male,11216,Brooklyn,2015/2/17,Security,2015/6/1,,8.75,30,HS Graduate,Q2-2015
PID08673,40,male,10463,Bronx,2015/6/9,Security,2015/9/21,,12,40,HS Graduate,Q3-2015
PID10085,59,male,10458,Bronx,2015/7/4,Security,2015/10/16,,9,20,HS Graduate,Q4-2015
PID00821,33,female,11212,Brooklyn,2013/11/6,Security,2014/2/17,2014/2/17,10,30,Some College,Q1-2014
PID02969,45,female,11691,Far Rockaway,2012/2/8,Security,2012/5/21,,7.25,35,HS Graduate,Q2-2012
PID08002,32,male,11226,Brooklyn,2012/4/30,Security,2012/8/11,,8,35,HS Graduate,Q3-2012
PID09490,35,female,11693,Far Rockaway,2013/7/21,Security,2013/11/1,,8,30,HS Graduate,Q4-2013
PID08009,32,male,11216,Brooklyn,2011/4/2,Security,2011/7/14,2012/1/27,8,30,HS Graduate,Q3-2011
PID01397,27,female,10301,Staten Island,2014/1/19,Security,2014/5/2,,13.1,30,HS Graduate,Q2-2014
PID17385,27,male,11221,Brooklyn,2014/3/5,Security,2014/6/16,,11.2,40,HS Graduate,Q2-2014
PID08035,27,male,11207,Brooklyn,2014/6/8,Security,2014/9/19,,9,25,HS Graduate,Q3-2014
PID01275,34,female,10461,Bronx,2015/4/8,Security,2015/7/20,,15,35,HS Graduate,Q3-2015
PID19098,29,male,11432,Jamaica,2013/9/22,Security,2014/1/2,,8.5,25,HS Graduate,Q1-2014
PID07410,26,female,10454,Bronx,2014/2/6,Security,2014/5/19,2015/3/28,9.6,20,HS Graduate,Q2-2014
PID08045,25,male,11412,Saint Albans,2011/10/14,Security,2012/1/24,2012/6/8,8,30,HS Graduate,Q1-2012
PID01398,27,female,10301,Staten Island,2014/1/20,Security,2014/5/2,,13.1,30,HS Graduate,Q2-2014
PID12966,28,male,11225,Brooklyn,2014/4/20,Security,2014/7/31,,8,30,HS Graduate,Q3-2014
PID06572,43,female,10453,Bronx,2014/10/16,Security,2015/1/26,,8.75,30,HS Graduate,Q1-2015
PID07298,39,male,11238,Brooklyn,2014/12/18,Security,2015/3/30,,10,25,HS Graduate,Q1-2015
PID09522,51,male,11433,Jamaica,2014/1/24,Security,2014/5/5,,9,35,HS Graduate,Q2-2014
PID00844,42,male,11216,Brooklyn,2013/9/27,Security,2014/1/6,2014/1/31,10.65,40,Some College,Q1-2014
PID12555,57,male,11233,Brooklyn,2013/5/12,Security,2013/8/21,,7.25,32,HS Graduate,Q3-2013
PID06685,30,female,11101,Long Island City,2012/4/6,Security,2012/7/16,2012/7/30,7.25,20,HS Graduate,Q3-2012
PID06864,42,male,11418,Richmond Hill,2013/3/30,Security,2013/7/9,2013/8/31,7.75,35,HS Graduate,Q3-2013
PID01395,27,female,10301,Staten Island,2014/1/21,Security,2014/5/2,,13.1,30,HS Graduate,Q2-2014
PID01368,34,female,11207,Brooklyn,2014/1/28,Security,2014/5/9,,13.1,35,HS Graduate,Q2-2014
PID08040,27,male,11221,Brooklyn,2014/2/16,Security,2014/5/28,,8,23,HS Graduate,Q2-2014
PID16677,53,female,11436,Jamaica,2014/8/19,Security,2014/11/28,,10,29,HS Graduate,Q4-2014
PID15515,24,male,11692,Arverne,2011/8/23,Security,2011/12/2,2012/6/23,7.5,25,HS Graduate,Q4-2011
PID08674,37,male,10455,Bronx,2015/6/5,Security,2015/9/14,,12,30,HS Graduate,Q3-2015
PID09880,38,male,10473,Bronx,2015/7/10,Security,2015/10/19,,10,20,HS Graduate,Q4-2015
PID17593,41,female,11226,Brooklyn,2012/1/3,Security,2012/4/12,,8,30,HS Graduate,Q2-2012
PID19089,52,male,11385,Ridgewood,2014/3/12,Security,2014/6/20,,9,32,HS Graduate,Q2-2014
PID08046,25,male,11412,Saint Albans,2011/10/16,Security,2012/1/24,2012/6/8,8,30,HS Graduate,Q1-2012
PID18737,38,male,11226,Brooklyn,2015/2/1,Security,2015/5/12,,9,30,HS Graduate,Q2-2015
PID01277,33,male,11216,Brooklyn,2015/6/1,Security,2015/9/9,,10,40,HS Graduate,Q3-2015
PID19095,37,male,11206,Brooklyn,2014/9/10,Security,2014/12/19,2015/5/1,11,20,HS Graduate,Q4-2014
PID08034,27,male,11226,Brooklyn,2012/2/24,Security,2012/6/2,,8,35,HS Graduate,Q2-2012
PID07263,45,male,11203,Brooklyn,2014/4/14,Security,2014/7/22,2014/8/8,8.25,35,HS Graduate,Q3-2014
PID07306,38,female,11233,Brooklyn,2013/9/22,Security,2013/12/30,2014/2/5,8,40,HS Graduate,Q4-2013
PID01409,24,female,11213,Brooklyn,2013/12/11,Security,2014/3/20,,12,30,HS Graduate,Q1-2014
PID08735,43,male,11211,Brooklyn,2013/9/12,Security,2013/12/20,2014/1/14,10,40,HS Graduate,Q4-2013
PID12962,53,male,11204,Brooklyn,2015/5/1,Security,2015/8/8,2015/8/25,9,25,HS Graduate,Q3-2015
PID07315,35,male,10466,Bronx,2015/1/15,Security,2015/4/24,,10,30,HS Graduate,Q2-2015
PID01305,54,male,11237,Brooklyn,2015/3/31,Security,2015/7/8,,15.65,30,HS Graduate,Q3-2015
PID15516,21,male,11691,Far Rockaway,2015/5/25,Security,2015/9/1,,9,40,HS Graduate,Q3-2015
PID17141,54,female,11203,Brooklyn,2015/6/16,Security,2015/9/23,,10,30,HS Graduate,Q3-2015
PID04609,28,male,10030,New York,2012/10/24,Security,2013/1/30,,9,30,HS Graduate,Q1-2013
PID07578,51,female,11226,Brooklyn,2014/1/29,Security,2014/5/7,2014/7/15,8.5,30,HS Graduate,Q2-2014
PID10099,48,female,11208,Brooklyn,2013/11/2,Security,2014/2/8,,8.5,22,HS Graduate,Q1-2014
PID08057,24,male,11692,Arverne,2011/3/27,Security,2011/7/3,2011/11/30,8,30,HS Graduate,Q3-2011
PID06873,22,female,11207,Brooklyn,2014/5/14,Security,2014/8/20,,9,25,HS Graduate,Q3-2014
PID07459,23,female,10465,Bronx,2015/3/31,Security,2015/7/7,,8.75,32,HS Graduate,Q3-2015
PID01389,28,female,11204,Brooklyn,2012/9/22,Security,2012/12/28,2013/4/1,12.25,24,HS Graduate,Q4-2012
PID06702,24,female,11215,Brooklyn,2012/3/27,Security,2012/7/2,,10,40,Some College,Q3-2012
PID09770,27,male,11212,Brooklyn,2013/1/26,Security,2013/5/3,,8.15,40,HS Graduate,Q2-2013
PID01070,48,male,11385,Ridgewood,2013/9/26,Security,2014/1/1,,16,30,HS Graduate,Q1-2014
PID10114,44,male,11207,Brooklyn,2013/11/24,Security,2014/3/1,,8,25,HS Graduate,Q1-2014
PID08023,29,male,11692,Arverne,2011/9/9,Security,2011/12/15,2012/3/1,7.5,30,HS Graduate,Q4-2011
PID12207,23,female,11212,Brooklyn,2014/2/13,Security,2014/5/21,,8,25,HS Graduate,Q2-2014
PID06579,31,male,11429,Queens Village,2014/5/8,Security,2014/8/13,,8,25,HS Graduate,Q3-2014
PID19640,53,female,11213,Brooklyn,2014/11/4,Security,2015/2/9,,9,40,HS Graduate,Q1-2015
PID07363,30,female,11692,Arverne,2015/1/24,Security,2015/4/30,2015/10/1,8.75,30,HS Graduate,Q2-2015
PID07184,57,male,11226,Brooklyn,2015/2/11,Security,2015/5/18,,10,25,HS Graduate,Q2-2015
PID19097,31,male,11226,Brooklyn,2011/4/9,Security,2011/7/14,,8,30,HS Graduate,Q3-2011
PID01072,40,male,11368,Corona,2013/9/25,Security,2013/12/30,2014/4/15,15,25,College,Q4-2013
PID08737,59,male,11212,Brooklyn,2013/2/16,Security,2013/5/23,,10,30,HS Graduate,Q2-2013
PID19100,28,male,11385,Ridgewood,2013/11/22,Security,2014/2/26,,8.5,20,HS Graduate,Q1-2014
PID07407,26,male,11212,Brooklyn,2014/10/15,Security,2015/1/19,,9.6,30,HS Graduate,Q1-2015
PID01413,23,female,11691,Far Rockaway,2015/2/25,Security,2015/6/1,,17.95,24,HS Graduate,Q2-2015
PID14273,36,female,11238,Brooklyn,2013/12/29,Security,2014/4/3,,9.88,25,HS Graduate,Q2-2014
PID12198,33,male,11225,Brooklyn,2012/12/17,Security,2013/3/22,2013/4/24,7.25,25,HS Graduate,Q1-2013
PID01310,52,male,11411,Cambria Heights,2015/4/24,Security,2015/7/28,,9,30,HS Graduate,Q3-2015
PID07234,49,female,10451,Bronx,2015/5/7,Security,2015/8/10,,13.35,20,HS Graduate,Q3-2015
PID08688,28,female,10452,Bronx,2015/6/6,Security,2015/9/9,,12,40,HS Graduate,Q3-2015
PID00871,29,female,11377,Woodside,2014/8/26,Security,2014/11/28,,9.5,30,HS Graduate,Q4-2014
PID00299,32,male,11212,Brooklyn,2015/6/15,Security,2015/9/17,2015/9/19,8.75,30,HS Graduate,Q3-2015
PID16650,26,male,11433,Jamaica,2012/2/19,Security,2012/5/23,,7.25,20,HS Graduate,Q2-2012
PID01345,39,male,10457,Bronx,2015/3/14,Security,2015/6/16,2015/7/17,9,25,HS Graduate,Q2-2015
PID09982,49,male,11212,Brooklyn,2012/6/27,Security,2012/9/29,,8.5,35,HS Graduate,Q3-2012
PID07192,56,female,10457,Bronx,2015/4/24,Security,2015/7/27,2015/8/2,9.6,30,HS Graduate,Q3-2015
PID07254,46,male,10472,Bronx,2015/3/27,Security,2015/6/29,2015/8/30,9.6,30,HS Graduate,Q2-2015
PID07969,46,male,11692,Arverne,2011/12/18,Security,2012/3/21,2012/6/1,7.5,30,HS Graduate,Q1-2012
PID08016,30,male,11435,Jamaica,2011/12/1,Security,2012/3/4,2012/4/25,7.25,30,HS Graduate,Q1-2012
PID09220,53,female,11212,Brooklyn,2013/1/25,Security,2013/4/29,2013/6/7,7.5,35,HS Graduate,Q2-2013
PID07189,56,female,11206,Brooklyn,2014/11/28,Security,2015/3/2,,9,25,HS Graduate,Q1-2015
PID07482,21,female,11236,Brooklyn,2015/5/4,Security,2015/8/6,,9.6,30,HS Graduate,Q3-2015
PID12960,58,male,11432,Jamaica,2015/6/9,Security,2015/9/11,,8.75,27,HS Graduate,Q3-2015
PID07198,54,male,11206,Brooklyn,2014/11/25,Security,2015/2/26,,9,30,HS Graduate,Q1-2015
PID07186,57,male,11226,Brooklyn,2015/2/14,Security,2015/5/18,,10,25,HS Graduate,Q2-2015
PID19110,22,male,11233,Brooklyn,2014/6/18,Security,2014/9/19,2015/3/2,9,30,HS Graduate,Q3-2014
PID04474,40,male,11201,Brooklyn,2013/1/25,Security,2013/4/28,,9,32,HS Graduate,Q2-2013
PID05209,35,male,10452,Bronx,2015/3/4,Security,2015/6/5,2015/7/10,12,35,HS Graduate,Q2-2015
PID16661,56,male,11693,Far Rockaway,2013/11/7,Security,2014/2/8,,10.25,20,HS Graduate,Q1-2014
PID07942,57,male,11212,Brooklyn,2013/12/27,Security,2014/3/30,,8,30,HS Graduate,Q1-2014
PID10113,44,male,11216,Brooklyn,2014/2/28,Security,2014/6/1,,8.75,28,HS Graduate,Q2-2014
PID10093,52,male,11221,Brooklyn,2014/3/11,Security,2014/6/12,,8.5,25,HS Graduate,Q2-2014
PID17301,51,male,11211,Brooklyn,2014/4/1,Security,2014/7/3,,12,40,HS Graduate,Q3-2014
PID10120,35,male,11367,Flushing,2014/1/18,Security,2014/4/21,2014/11/24,8.5,20,HS Graduate,Q2-2014
PID00508,46,female,11372,Jackson Heights,2014/5/3,Security,2014/8/4,,14,40,HS Graduate,Q3-2014
PID19108,24,female,11236,Brooklyn,2014/6/16,Security,2014/9/17,,9.25,30,HS Graduate,Q3-2014
PID16752,58,female,11211,Brooklyn,2014/6/17,Security,2014/9/18,,10,30,HS Graduate,Q3-2014
PID14888,26,female,11236,Brooklyn,2014/10/11,Security,2015/1/12,2015/1/28,17.39,27.5,HS Graduate,Q1-2015
PID09500,51,female,10035,New York,2012/6/29,Security,2012/9/29,,9.5,35,HS Graduate,Q3-2012
PID01381,31,male,11214,Brooklyn,2015/2/23,Security,2015/5/26,,16,40,HS Graduate,Q2-2015
PID07285,40,male,11212,Brooklyn,2015/4/26,Security,2015/7/27,,9.6,30,HS Graduate,Q3-2015
PID07293,40,male,11206,Brooklyn,2015/7/22,Security,2015/10/22,,9.6,30,HS Graduate,Q4-2015
PID10522,37,male,11221,Brooklyn,2013/4/8,Security,2013/7/8,,10,40,HS Graduate,Q3-2013
PID06871,25,female,11205,Brooklyn,2013/4/10,Security,2013/7/10,2013/7/23,7.75,40,HS Graduate,Q3-2013
PID07936,60,male,11435,Jamaica,2013/12/12,Security,2014/3/13,,8,30,HS Graduate,Q1-2014
PID08667,45,male,10017,New York,2012/3/28,Security,2012/6/26,,8.5,32,HS Graduate,Q2-2012
PID07404,27,male,10027,New York,2011/1/25,Security,2011/4/25,,9.6,30,HS Graduate,Q2-2011
PID00989,53,male,11207,Brooklyn,2013/1/7,Security,2013/4/7,2013/7/13,10,30,Some College,Q2-2013
PID16651,26,male,11433,Jamaica,2012/2/23,Security,2012/5/23,,7.25,20,HS Graduate,Q2-2012
PID07940,57,male,11377,Woodside,2012/12/11,Security,2013/3/11,,8,40,HS Graduate,Q1-2013
PID07988,36,male,11691,Far Rockaway,2010/12/8,Security,2011/3/8,2013/3/2,7.25,30,HS Graduate,Q1-2011
PID07380,28,female,11236,Brooklyn,2014/5/20,Security,2014/8/18,,9.6,24,HS Graduate,Q3-2014
PID01357,36,male,10459,Bronx,2014/7/24,Security,2014/10/22,,17.8,30,HS Graduate,Q4-2014
PID07286,40,female,11216,Brooklyn,2015/4/22,Security,2015/7/20,,9.6,30,HS Graduate,Q3-2015
PID04393,45,male,11203,Brooklyn,2014/7/15,Security,2014/10/12,2015/3/2,12,30,HS Graduate,Q4-2014
PID08054,24,male,11216,Brooklyn,2011/1/28,Security,2011/4/27,2011/10/25,8,30,HS Graduate,Q2-2011
PID07951,54,male,11216,Brooklyn,2013/12/23,Security,2014/3/22,,8,30,HS Graduate,Q1-2014
PID16410,21,female,11207,Brooklyn,2014/7/4,Security,2014/10/1,,8,30,HS Graduate,Q4-2014
PID07237,49,male,11218,Brooklyn,2014/11/23,Security,2015/2/20,,11,30,HS Graduate,Q1-2015
PID16765,22,female,11226,Brooklyn,2015/2/26,Security,2015/5/26,,10,20,HS Graduate,Q2-2015
PID02972,30,male,11435,Jamaica,2012/3/23,Security,2012/6/19,,7.25,20,HS Graduate,Q2-2012
PID07220,52,female,10451,Bronx,2011/1/10,Security,2011/4/8,,9.6,30,HS Graduate,Q2-2011
PID00845,38,male,11203,Brooklyn,2013/7/25,Security,2013/10/21,2013/10/22,9,40,HS Graduate,Q4-2013
PID06869,30,female,11212,Brooklyn,2013/9/12,Security,2013/12/9,2013/12/31,9,30,HS Graduate,Q4-2013
PID08037,27,male,11691,Far Rockaway,2011/8/14,Security,2011/11/10,2012/4/29,7.25,30,HS Graduate,Q4-2011
PID19084,21,female,10459,Bronx,2014/5/30,Security,2014/8/26,,9,30,HS Graduate,Q3-2014
PID16787,43,male,11692,Arverne,2014/10/26,Security,2015/1/22,,8.75,30,HS Graduate,Q1-2015
PID08651,54,female,11203,Brooklyn,2015/6/25,Security,2015/9/21,,12,40,HS Graduate,Q3-2015
PID07378,29,male,11418,Richmond Hill,2015/7/26,Security,2015/10/22,,11,35,College,Q4-2015
PID00865,30,female,11414,Howard Beach,2012/8/4,Security,2012/10/30,2012/12/2,8,29,HS Graduate,Q4-2012
PID01064,40,male,11216,Brooklyn,2011/7/22,Security,2011/10/17,2011/10/31,10,30,Some College,Q4-2011
PID17603,23,male,10460,Bronx,2012/6/2,Security,2012/8/28,,8,35,HS Graduate,Q3-2012
PID01379,32,female,10031,New York,2012/6/30,Security,2012/9/25,,9,30,HS Graduate,Q3-2012
PID16791,31,female,10456,Bronx,2015/3/16,Security,2015/6/11,,8.75,40,HS Graduate,Q2-2015
PID19088,53,male,11434,Jamaica,2014/3/30,Security,2014/6/25,2015/6/5,10,30,HS Graduate,Q2-2014
PID00207,24,female,11691,Far Rockaway,2014/7/26,Security,2014/10/20,2015/4/18,9.5,30,HS Graduate,Q4-2014
PID14197,47,male,11216,Brooklyn,2011/3/17,Security,2011/6/11,,14,40,HS Graduate,Q2-2011
PID08051,24,male,11434,Jamaica,2011/8/3,Security,2011/10/28,,9,30,HS Graduate,Q4-2011
PID00839,51,male,11206,Brooklyn,2013/10/12,Security,2014/1/6,2014/1/18,10.65,40,Some College,Q1-2014
PID01407,25,female,11233,Brooklyn,2013/2/18,Security,2013/5/15,2013/7/18,9,30,College,Q2-2013
PID07327,34,male,11233,Brooklyn,2014/10/18,Security,2015/1/12,2015/2/7,10.25,30,HS Graduate,Q1-2015
PID07367,30,female,11213,Brooklyn,2014/5/24,Security,2014/8/18,2015/5/12,9.6,25,HS Graduate,Q3-2014
PID07417,26,female,11207,Brooklyn,2014/8/26,Security,2014/11/20,2014/11/20,9,25,HS Graduate,Q4-2014
PID08664,48,male,11233,Brooklyn,2015/6/27,Security,2015/9/21,2015/10/14,12,40,HS Graduate,Q3-2015
PID12192,43,male,10458,Bronx,2014/3/17,Security,2014/6/11,,8,30,HS Graduate,Q2-2014
PID18364,32,male,11205,Brooklyn,2014/3/18,Security,2014/6/12,,15,25,HS Graduate,Q2-2014
PID01356,36,male,10459,Bronx,2014/7/28,Security,2014/10/22,,17.8,30,HS Graduate,Q4-2014
PID19076,38,female,11691,Far Rockaway,2014/8/2,Security,2014/10/27,,9.25,25,HS Graduate,Q4-2014
PID12577,27,male,11205,Brooklyn,2013/7/28,Security,2013/10/22,2013/11/8,8,30,HS Graduate,Q4-2013
PID15103,51,male,11433,Jamaica,2015/5/4,Security,2015/7/29,2015/8/14,9.5,40,College,Q3-2015
PID19074,51,male,11203,Brooklyn,2015/4/22,Security,2015/7/17,,9,30,HS Graduate,Q3-2015
PID19643,32,male,11224,Brooklyn,2012/11/11,Security,2013/2/5,2013/4/19,8.25,30,HS Graduate,Q1-2013
PID00806,52,female,11226,Brooklyn,2012/7/15,Security,2012/10/8,2012/11/5,12,30,HS Graduate,Q4-2012
PID08662,49,female,11691,Far Rockaway,2012/4/3,Security,2012/6/27,,10,30,Some College,Q2-2012
